軍職專長,專長代碼,民間工作任務用語,職業類別,職業名稱,職業代碼,轉銜理由,必須證照,建議證照
,,,09品管/製造/環衛,品管/品保主管,090102,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保主管，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,職業安全衛生管理員,090301,具備安全制度執行、風險辨識評估及事故調查分析等實務經驗，熟悉職業安全管理流程、法規遵循作業與緊急應變機制，適合擔任職業安全衛生管理員，從事職場安全稽核、風險預防與災害防救規劃等任務。,,建議取得勞動部「職業安全衛生管理乙級技術士證」
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
,,,01經營/行政/總務,行政總務人員,010302,具備行政作業管理、資源調度協調及設備維護督導等實務經驗，熟悉行政管理流程、物資管控機制，適合擔任行政總務人員，從事行政支援與總務管理工作。,,
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,企業永續發展人員,210305,因為具備計畫擬定、風險評估與專案推動經驗，擁有流程管控、資料蒐整與跨部門溝通等能力，適合轉銜為企業永續發展人員，從事企業碳盤查、減碳規劃及社會責任（CSR）等相關工作。,,建議取得經濟部產業發展署「淨零碳規劃管理師」等相關能力鑑定
彈藥補給官,4R41,"1.供應政策與制度管理
1.1制定彈藥供應與補給政策。
1.2解釋並推動制度與作業規範。
1.3確保供應流程一致性與合規性。
2.供應鏈分析與改善
2.1分析補給流程與運作問題。
2.2提出供應鏈改善方案。
2.3提升物流與補給效率。
3.計畫與執行管理
3.1規劃補給作業計畫與流程。
3.2督導執行與跨部門協調。
3.3定期查核作業品質與效率。",15物流/運輸/資材,倉儲物流人員,150107,因為具備彈藥庫儲管理能力，熟悉物品盤點及儲位規劃，適合擔任倉儲物流人員，負責倉儲作業執行進出貨、盤點、補貨等物流管理作業。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,資材主管,150302,因具備物資獲得、儲存及配送實務經驗，熟悉物流及倉儲相關規範，適合擔任資材主管，從事資材盤點、儲位規劃與供應鏈管理等相關工作。,,
,,,09品管/製造/環衛,品管/品保工程師,090107,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保工程師，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動經驗，擁有流程管控、資料蒐整與跨部門溝通能力，適合轉銜企業永續發展人員，從事企業碳盤查、減碳規劃及社會責任（CSR）等相關工作。,,建議取得經濟部產業發展署「淨零碳規劃管理師」等相關能力鑑定
未爆彈處理官,4R74,"1.危險物安全管理
1.1建立危險物處理與安全作業流程。
1.2制定風險評估與作業標準。
1.3提升現場安全與應變能力。
2.辨識與現場處置
2.1執行危險物辨識與判定。
2.2管理現場風險控制與處置作業。
2.3降低事故與安全風險。
3.通報與協調管理
3.1建立危險事件通報機制。
3.2協調跨單位處置與支援。
3.3管理後續安全改善作業。",07工程/研發/生技,其他化學工程技術員,070390,因具備火炸藥性質、化工材料特性與安全操作規範等基礎知識，適合轉銜為化學工程技術員，從事化學品調配、取樣送測、製程監控及設備操作維護等工作。,,建議取得經濟部產業發展署「化工製程工程師能力鑑定合格證書」
,,,09品管/製造/環衛,職業安全衛生管理員,090301,具備未爆彈處理所需之危害辨識、風險評估與安全控管能力，適合轉銜為職業安全衛生管理員，從事職場安全檢查、勞工安全衛生與防災規劃任務。,應具備勞動部「職業安全衛生管理乙級技術士證」,
,,,09品管/製造/環衛,安全／衛生相關檢驗人員,090303,因具備火藥相關化學知識與作業環境風險評估能力，適合轉銜為安全／衛生相關檢驗人員，從事職業工作場所、產品生產等安全衛生檢驗工作。,應取得勞動部「化學性因子作業環境監測」相關技術士證,
,,,09品管/製造/環衛,品管/品保工程師,090107,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保工程師，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
飛彈保修督導官,4D01,"1.高階設備維護管理
1.1規劃飛彈系統設備保養與維修計畫。
1.2管理設備可靠度與維護品質。
1.3提升系統穩定性與運作效率。
2.維修資源與供應管理
2.1管理維修零組件與補給資源。
2.2協調維修作業與供應鏈流程。
2.3優化維修效率與資源配置。
3.工安與環境管理
3.1督導維修作業安全與職安衛。
3.2管理環境保護與衛生標準。
3.3建立風險預防與改善機制。",09品管/製造/環衛,品管/品保主管,090102,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保主管，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,可靠度工程師,090207,具備設備維護管理、系統測試分析及故障排除等實務經驗，熟悉設備維修流程、品質管控機制與可靠度分析方法，適合擔任可靠度工程師，從事設備可靠度分析與維護管理工作。,,
,,,07工程/研發/生技,電子工程師,070120,因具精密裝備為保實務經驗，熟悉電子控制元件、感測器與電源模組運作原理與檢測規範，適合轉銜為電子工程師，從事電子電路系統設計整合等相關工作。,,建議取得勞動部「電力電子」等相關技術士證
,,,07工程/研發/生技,機械工程師,070216,因熟悉飛彈裝備保修維護作業，具備精密組裝、機構校調等相關經驗，適合轉銜為機械工程師，從事與機械有關之產品設計、製造、維修、操作等工作。,,建議取得勞動部「鉗工或車床」等相關技術士證
,,,11營建/製圖/施作,機械設計／繪圖人員,110204,因具裝備檢測維保實務經驗，熟悉機構原理與圖說規格，適合擔任機械設計／繪圖人員，從事設計與開發工業設備，以及協助生產製造流程、測試與改進工作。,,建議取得勞動部「電腦輔助立體製圖技術士證」或經濟部「工具機機械設計工程師能力鑑定證書」
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動能力，熟悉流程管控、資料蒐整與跨部門協調，所需核心職能與企業永續工作高度相符，適合轉銜為企業永續發展人員，投入碳盤查、減碳策略及企業社會責任（CSR）相關工作。,,建議取得經濟部產發署「淨零碳規劃管理師」等能力鑑定
飛彈修護官,4D23,"1.設備維修與營運管理
1.1執行高階系統設備維修與保養。
1.2管理維修流程與作業品質。
1.3提升設備可靠度與運作效率。
2.維修支援與資源整合
2.1管理維修補給與零組件供應。
2.2協調維修作業與現場支援。
2.3優化維修資源配置與流程。
3.技術訓練與人員管理
3.1規劃維修技術訓練課程。
3.2提升人員技術能力與標準化作業。
3.3建立技術傳承與訓練制度。",09品管/製造/環衛,品管/品保工程師,090107,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保工程師，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,可靠度工程師,090207,具備設備維護管理、系統測試分析及故障排除等實務經驗，熟悉設備維修流程、品質管控機制與可靠度分析方法，適合擔任可靠度工程師，從事設備可靠度分析與維護管理工作。,,
,,,07工程/研發/生技,電子工程師,070120,因具精密裝備為保實務經驗，熟悉電子控制元件、感測器與電源模組運作原理與檢測規範，適合轉銜為電子工程師，從事電子電路系統設計整合等相關工作。,,建議取得勞動部「電力電子」等相關技術士證
,,,07工程/研發/生技,機械工程師,070216,因熟悉飛彈裝備保修維護作業，具備精密組裝、機構校調等相關經驗，適合轉銜為機械工程師，從事與機械有關之產品設計、製造、維修、操作等工作。,,建議取得勞動部「鉗工或車床」等相關技術士證
,,,11營建/製圖/施作,機械設計／繪圖人員,110204,因具裝備檢測維保實務經驗，熟悉機構原理與圖說規格，適合擔任機械設計／繪圖人員，從事設計與開發工業設備，以及協助生產製造流程、測試與改進工作。,,建議取得勞動部「電腦輔助立體製圖技術士證」或經濟部「工具機機械設計工程師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動能力，熟悉流程管控、資料蒐整與跨部門協調，所需核心職能與企業永續工作高度相符，適合轉銜為企業永續發展人員，投入碳盤查、減碳策略及企業社會責任（CSR）相關工作。,,建議取得經濟部產發署「淨零碳規劃管理師」等能力鑑定
飛彈發射系統修護官,4D33,"1.高階設備維修管理
1.1執行發射系統中高階維修與保養。
1.2管理設備可靠度與維護品質。
1.3提升系統穩定性與可用率。
2.系統操作與現場維運
2.1管理設備於不同環境之操作維護。
2.2協調現場與基地維修作業。
2.3確保設備運作安全與持續性。
3.技術訓練與制度建立
3.1規劃操作與維修人員訓練。
3.2建立標準化維修與操作流程。
3.3提升整體技術能力與一致性。",09品管/製造/環衛,品管/品保工程師,090107,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保工程師，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,可靠度工程師,090207,具備設備維護管理、系統測試分析及故障排除等實務經驗，熟悉設備維修流程、品質管控機制與可靠度分析方法，適合擔任可靠度工程師，從事設備可靠度分析與維護管理工作。,,
,,,07工程/研發/生技,電子工程師,070120,因具精密裝備為保實務經驗，熟悉電子控制元件、感測器與電源模組運作原理與檢測規範，適合轉銜為電子工程師，從事電子電路系統設計整合等相關工作。,,建議取得勞動部「電力電子」等相關技術士證
,,,07工程/研發/生技,機械工程師,070216,因熟悉飛彈發射系統保修維護作業，具備精密組裝、機構校調等相關經驗，適合轉銜為機械工程師，從事與機械有關之產品設計、製造、維修、操作等工作。,,建議取得勞動部「鉗工或車床」等相關技術士證
,,,11營建/製圖/施作,機械設計／繪圖人員,110204,因具裝備檢測維保實務經驗，熟悉機構原理與圖說規格，適合擔任機械設計／繪圖人員，從事設計與開發工業設備，以及協助生產製造流程、測試與改進工作。,,建議取得勞動部「電腦輔助立體製圖技術士證」或經濟部「工具機機械設計工程師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,企業永續發展人員,210305,因軍職歷練具備計畫擬定、風險評估與專案推動能力，熟悉流程管控、資料蒐整與跨部門協調，所需核心職能與企業永續工作高度相符，適合轉銜為企業永續發展人員，投入碳盤查、減碳策略及企業社會責任（CSR）相關工作。,,建議取得經濟部產發署「淨零碳規劃管理師」等能力鑑定
工兵督導官,4H11,"1.工程專案與施工管理
1.1督導工程施工與工事設計執行。
1.2管理工程專案進度與品質。
1.3提升工程作業效率與安全性。
2.工程資源與設備管理
2.1管理工程器材與設備配置。
2.2規劃資源調度與維護作業。
2.3優化施工資源使用效率。
3.跨單位協調與技術支援
3.1協調工程與多單位作業整合。
3.2提供工程技術與行政建議。
3.3分析工程資訊並支援決策。",11營建/製圖/施作,營建主管,110111,具備工程規劃、資源整合及團隊領導等相關實務經驗，熟悉施工流程、專案管控與安全管理規範，適合擔任營建主管，從事工程專案管理與施工營運管理工作。,,建議取得勞動部「建築工程管理」等相關技術士證
,,,11資訊/軟體/系統,工地安全衛生工程師,110105,具備現場指揮與風險管控實務經驗，熟悉風險辨識評估與職災防範規範，適合擔任為工地安全衛生工程師，從事工地安全規劃、作業稽核與危害預防等工作。,,建議取得勞動部「職業安全衛生管理乙級技術士證」
,,,11資訊/軟體/系統,量測／儀校人員,110320,因具備基礎土木施工與測繪丈量經驗，熟悉地形判讀、定位量測與圖資整理流程，適合轉銜為量測／儀校人員，從事測量、製圖及工程數據分析等相關工作。,,建議取得勞動部「測量」技術士證
,,,09品管/製造/環衛,品管/品保主管,090102,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保主管，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動經驗，擁有流程管控、資料蒐整與跨部門溝通能力，適合轉銜企業永續發展人員，從事企業碳盤查、減碳規劃及社會責任（CSR）等相關工作。,,建議取得經濟部產業發展署「淨零碳規劃管理師」等相關能力鑑定
工程工兵督導官,4H31,"1.工程專案全流程管理
1.1規劃工程建設與專案執行。
1.2管理施工進度與品質控制。
1.3提升工程整體執行效率。
2.招標與施工監造管理
2.1辦理工程招標與採購流程。
2.2督導施工與監造作業執行。
2.3確保工程品質與合約履約。
3.設施維護與制度管理
3.1管理營舍與設施維護修繕。
3.2執行工程法規與制度規範。
3.3建立標準化工程管理流程。",11營建/製圖/施作,營造經理人員,110103,因具備工程規劃實務經驗，熟悉招標與監造流程，適合擔任營造經理人員，從事營建管理相關工作。,,
,,,11資訊/軟體/系統,營建主管,110111,具備工程規劃、資源整合及團隊領導等相關實務經驗，熟悉施工流程、專案管控與安全管理規範，適合擔任營建主管，從事工程專案管理與施工營運管理工作。,,建議取得勞動部「建築工程管理」等相關技術士證
,,,11資訊/軟體/系統,工地監工,110110,因具備工程規劃實務經驗，熟悉招標與監造流程，適合擔任工地監工，從事現場施工監督、品質檢驗與進度掌控任務。,應具備內政部國土管理署營建管理組「營造業工地主任執業證」,
,,,09品管/製造/環衛,品管/品保主管,090102,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保主管，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動經驗，擁有流程管控、資料蒐整與跨部門溝通能力，適合轉銜企業永續發展人員，從事企業碳盤查、減碳規劃及社會責任（CSR）等相關工作。,,建議取得經濟部產業發展署「淨零碳規劃管理師」等相關能力鑑定
,,,通俗職業未收錄依UCAN對應,智慧綠建築設施管理人才,,因具備建築工程規劃與制度設計經驗，熟悉工程流程、材料特性與施工標準，適合轉銜為智慧綠建築設施管理人才，從事建築節能方案設計、設施管理與永續推動等工作。,,
工兵裝備修護官,4H56,"1.工程設備維護與管理
1.1執行工程設備維修與保養。
1.2管理設備安裝與運作檢查。
1.3提升設備可靠度與安全性。
2.資材與維修規範管理
2.1制定設備替代料使用規範。
2.2管理維修資材與保管流程。
2.3建立標準化維護制度。
3.維修計畫與人員訓練
3.1規劃設備修護與維修計畫。
3.2培訓維修技術人員。
3.3管理維修作業與行政流程。",07工程/研發/生技,機械工程師,070216,因具裝備保養檢查及維修實務經驗，熟悉機構原理與保修流程，適合擔任機械工程師，從事機械相關之產品設計、製造、維修、操作等工作。,,建議取得勞動部「鉗工」或「車床」等相關技術士證
,,,09品管/製造/環衛,生產設備工程師,090210,因具備裝備保修與功能檢測實務經驗，熟悉機構原理、異常判讀與故障排除流程，適合轉銜為生產設備工程師，從事生產設備維護、功能檢測與效能改善等工作。,,
,,,09品管/製造/環衛,工業工程師,090202,因具備工兵裝備維護檢查與故障分析經驗，熟悉流程判讀與作業優化，適合轉銜為工業工程師，從事流程規劃、作業效率提升與資源調度等工作。,,
,,,09品管/製造/環衛,品管/品保工程師,090107,因具備督導裝備保養維修實務經驗，熟悉品質稽核架構與缺失矯正規範，適合擔任品管/品保工程師，從事品管/品保計畫擬訂及執行等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,11營建/製圖/施作,機械設計／繪圖人員,110204,因具裝備檢測維保實務經驗，熟悉機構原理與圖說規格，適合擔任機械設計／繪圖人員，從事設計與開發工業設備，以及協助生產製造流程、測試與改進工作。,,建議取得勞動部「電腦輔助立體製圖技術士證」或經濟部「工具機機械設計工程師能力鑑定證書」
,,,21行銷/企劃/專案,專案管理師,210304,因具備專案規劃及進度控管實務經驗、熟悉流程優化及跨部門溝通，適合擔任專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得國際專案管理師（PMP）認證
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動能力，熟悉流程管控與跨部門協調，適合擔任企業永續發展人員，從事碳盤查、減碳策略及企業社會責任（CSR）相關工作。,,建議取得經濟部「淨零碳規劃管理師能力鑑定證書」
營產督導官,4M11,"1.不動產資產管理
1.1制定不動產資產管理政策。
1.2規劃資產配置與使用方式。
1.3提升資產使用效率。
2.土地與產權管理
2.1管理土地與不動產產權登記。
2.2執行產權調查與權屬確認。
2.3確保資產合法性與完整性。
3.測量與資產優化
3.1辦理土地測量與界址確認。
3.2建立資產資料與管理系統。
3.3提出資產使用改善建議。",03人資/法務/智財,不動產代書,030203,因具備不動產產權調查與標界確認等實務經驗，熟悉地籍測量與不動產作業流程，適合擔任不動產銷售人員，從事房地產之開發洽談、買賣／租賃媒合、產權審閱與貸款安排等工作,,建議取得內政部主管之「不動產經紀人」等相關證照
,,,01經營/行政/總務,大廈或社區總幹事/幹事,010106,因具備具備產權資料管理及跨單位協調等實務經驗，熟悉不動產管理及服務規範，適合大廈或社區總幹事/幹事，從事社區物業管理等相關工作。,應具備內政部核發「公寓大廈管理服務人員認可證」,
,,,11營建/製圖/施作,量測／儀校人員,110320,因具備不動產產權調查與標界確認等實務經驗，熟悉地籍測量與不動產作業流程，適合轉銜為量測／儀校人員，從事工程丈量、施工定位及圖資整理等輔助工作。,應具備勞動部「測量」相關技術士證,
,,,18保全/軍警消,場地管理人員,180107,因具備軍用不動產之登記、分配與維護管理經驗，熟悉場地使用規範與安全維護流程，適合轉銜為場地管理人員，從事場地規劃、使用調度、設備巡檢與設施保養等管理任務。,,
,,,21行銷/企劃/專案,營運管理師/企業ERP管理師,210302,具備策略規劃與資源整合經驗，熟悉系統導入與跨部門協調，適合擔任營運管理師/ERP專案師，從事營運流程優化、系統導入或跨部門整合等相關工作。,,建議取得經濟部產業發展署「營運智慧分析師能力鑑定證書」
,,,21行銷/企劃/專案,企業永續發展人員,210305,因具備計畫擬定、風險評估與專案推動經驗，擁有流程管控、資料蒐整與跨部門溝通能力，適合轉銜企業永續發展人員，從事企業碳盤查、減碳規劃及社會責任（CSR）等相關工作。,,建議取得經濟部產業發展署「淨零碳規劃管理師」等相關能力鑑定
後勤管理督導士,4A015,"1.行政與營運管理
1.1管理單位行政與日常營運。
1.2協調各項資源與作業安排。
1.3提升整體運作效率。
2.資源整合與支援管理
2.1規劃資源配置與使用流程。
2.2協調跨單位作業與支援。
2.3優化資源運用效率。
3.作業督導與品質控管
3.1督導任務執行進度與品質。
3.2管理作業流程與標準化。
3.3確保制度與規範落實。",01經營/行政/總務,行政總務人員,010302,因具備後勤部門行政管理、物資協調與文書處理經驗，適合轉銜為行政總務人員。可依企業作業流程，辦理文書行政、庶務支援、設備管理與跨單位協調等任務，確保日常營運順暢。,,
,,,15物流/運輸/資材,倉儲物流人員,150107,因具備後勤軍品管理、庫存控管與作業流程協調經驗，適合轉銜為倉儲物流人員，負責進出貨、盤點、補貨與倉儲維護等物流管理工作。,,建議取得勞動部「堆高機操作」技術士證
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、軍品補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
後勤兵,4A111,"1.行政與文書支援
1.1協助文件整理與行政作業。
1.2進行資料建檔與基本管理。
1.3支援部門日常行政運作。
2.物資搬運與作業支援
2.1執行物資裝載與搬運作業。
2.2協助物品分類與配置。
2.3確保作業安全與流程順暢。
3.物資保管與基本管理
3.1管理物資存放與整理。
3.2維持庫存整潔與準確性。
3.3協助基本庫存盤點作業。",01經營/行政/總務,行政助理,010206,因具備協助文書處理與資料彙整等後勤作業能力，適合轉銜為行政助理，以支援主管或團隊執行文件管理、排程協調與庶務行政工作。,,建議取得勞動部「電腦軟體應用」相關技術士證
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
,,,06客服/門市,賣場（人員／儲備幹部）,060202,因具備物品管理、庫存整理與基礎行政協作能力，適合轉銜為賣場儲備幹部，進行收銀、陳列、補貨與顧客服務等作業，並培養營運管理與團隊領導能力。,,
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務助理,090214,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務助理，從事廠房設施巡檢及機具日常維護工作。,,
,,,15物流/運輸/資材,倉儲物流人員,150107,因具備軍品裝載、保管及清點等能力，適合轉銜為倉儲物流人員，從事進出貨、盤點、補貨及倉儲維護等物流作業，確保物料流通順暢。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,倉管人員,150304,因具備軍品裝載、保管及清點等能力，適合轉銜為倉管人員，從事管控庫存物料以及材料收發、貨品盤點、倉庫清潔維持、紀錄保存等工作。,,建議取得勞動部「堆高機操作」技術士證
環境檢驗技術士,4A546,"1.環境檢測與技術分析
1.1執行環境檢測與數據蒐集。
1.2提供環境管理技術支援。
1.3分析檢測結果並提出建議。
2.環保教育與訓練推廣
2.1協助規劃環保教育活動。
2.2執行環保訓練與宣導工作。
2.3提升組織環保意識與能力。
3.廢棄物與環境管理
3.1執行廢棄物分類與處理作業。
3.2管理環保作業流程與標準。
3.3確保作業符合法規與規範。",09品管/製造/環衛,環境工程人員,090304,具備環保計畫擬訂與污染防治知識，熟悉作業環境評估與職業安全規範，適合環境工程人員，從事環境規劃、污染控制與環境檢測任務。,,建議取得環境部「毒性及關注化學物質專業技術管理人員」、「空氣污染防制專責人員」或「廢(污)水防制專責人員」等相關證書
,,,09品管/製造/環衛,安全／衛生相關檢驗人員,090303,具備環境檢驗實務經驗，適合擔任安全／衛生相關檢驗人員，從事職場環境檢驗、衛生檢測與安全改善工作。,,建議取得環境部「毒性及關注化學物質專業技術管理人員」、「空氣污染防制專責人員」或「廢(污)水防制專責人員」等相關證書
,,,09品管/製造/環衛,環保工安專業人員,090307,具備環境檢驗實務經驗，適合擔任環保工安專業人員，從事職場環境檢驗、衛生檢測與安全改善工作。,,建議取得環境部「毒性及關注化學物質專業技術管理人員」、「空氣污染防制專責人員」或「廢(污)水防制專責人員」等相關證書
,,,09品管/製造/環衛,職業安全衛生管理員,090301,具備環境檢驗實務經驗，熟悉作業場所風險辨識與危害預防，適合擔任職業安全衛生管理員，從事工作場所安全監督、危害預防與健康管理工作。,應具備勞動部「職業安全衛生管理乙級技術士證」,
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
